,record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,year,month,day,hour,weekday,is_weekend,is_holiday,season,AVERAGE_SPEED_DIFF_N,LUMINOSITY_N,AVERAGE_CLOUDINESS_N,is_peak_hour,poor_visibility,hour_weekday,time_ratio,AVERAGE_FREE_FLOW_SPEED_lag1,AVERAGE_FREE_FLOW_SPEED_lag2,AVERAGE_FREE_FLOW_SPEED_lag4,AVERAGE_TIME_DIFF_lag1,AVERAGE_TIME_DIFF_lag2,AVERAGE_TIME_DIFF_lag4,rolling_speed_mean_3h,rolling_speed_std_3h,speed_change,hour_day_cat,hour_sin,hour_cos
4691,2019-09-20 19:00:00,High,41.1,71.0,85.2,DARK,20.0,1012.0,82.0,3.0,céu pouco nublado,2019,9,20,19,4,0,0,Summer,3,0,2.0,1,1,115,0.8333333333333333,43.6,43.7,37.9,138.2,138.9,93.0,42.800000000000004,1.4730919862645968,-2.5,19_4,-0.9659258262890684,0.2588190451025203
2837,2019-09-20 20:00:00,Medium,44.8,19.8,74.0,DARK,18.0,1012.0,88.0,2.0,céu pouco nublado,2019,9,20,20,4,0,0,Summer,2,0,2.0,0,1,116,0.26756756756756755,41.1,43.6,42.4,71.0,138.2,100.9,43.166666666666664,1.8876793513015455,3.6999999999999957,20_4,-0.8660254037844386,0.5000000000000001
4903,2019-09-20 22:00:00,Low,46.2,1.4,74.6,DARK,17.0,1011.0,88.0,3.0,céu pouco nublado,2019,9,20,22,4,0,0,Summer,0,0,2.0,0,1,118,0.01876675603217158,44.8,41.1,43.7,19.8,71.0,138.9,44.03333333333334,2.635020556528934,1.4000000000000057,22_4,-0.5000000000000004,0.8660254037844384
2167,2019-09-20 23:00:00,Low,50.4,0.8,67.1,DARK,16.0,1011.0,93.0,3.0,céu pouco nublado,2019,9,20,23,4,0,0,Summer,0,0,2.0,0,1,119,0.011922503725782416,46.2,44.8,43.6,1.4,19.8,138.2,47.13333333333333,2.914332399251917,4.199999999999996,23_4,-0.25881904510252157,0.9659258262890681
639,2019-09-21 00:00:00,Low,43.2,3.9,76.7,DARK,16.0,1011.0,82.0,4.0,nuvens dispersas,2019,9,21,0,5,1,0,Summer,0,0,4.0,0,1,120,0.05084745762711864,50.4,46.2,41.1,0.8,1.4,71.0,46.6,3.616628264004498,-7.199999999999996,0_5,0.0,1.0
4314,2019-09-21 01:00:00,Low,42.8,5.8,76.8,DARK,17.0,1010.0,82.0,4.0,nuvens quebradas,2019,9,21,1,5,1,0,Summer,0,0,5.0,0,1,121,0.07552083333333333,43.2,50.4,44.8,3.9,0.8,19.8,45.46666666666667,4.277070648625032,-0.4000000000000057,1_5,0.25881904510252074,0.9659258262890683
1839,2019-09-21 02:00:00,Low,44.4,5.8,80.9,DARK,17.0,1010.0,77.0,4.0,nuvens quebradas,2019,9,21,2,5,1,0,Summer,0,0,5.0,0,1,122,0.07169344870210136,42.8,43.2,46.2,5.8,3.9,1.4,43.46666666666666,0.8326663997845465,1.6000000000000014,2_5,0.49999999999999994,0.8660254037844387
86,2019-09-21 03:00:00,Low,48.3,0.0,77.2,DARK,17.0,1009.0,82.0,4.0,nuvens quebradas,2019,9,21,3,5,1,0,Summer,0,0,5.0,0,1,123,0.0,44.4,42.8,50.4,5.8,5.8,0.8,45.166666666666664,2.8290163190285473,3.8999999999999986,3_5,0.7071067811865476,0.7071067811865476
5189,2019-09-21 08:00:00,Low,43.6,8.6,83.4,LIGHT,17.0,1008.0,100.0,7.0,céu pouco nublado,2019,9,21,8,5,1,0,Summer,1,2,2.0,1,0,128,0.10311750599520382,48.3,44.4,43.2,0.0,5.8,3.9,45.43333333333333,2.514623895004931,-4.699999999999996,8_5,0.8660254037844387,-0.4999999999999998
1496,2019-09-21 09:00:00,Low,43.5,11.5,76.1,LIGHT,17.0,1008.0,93.0,8.0,céu pouco nublado,2019,9,21,9,5,1,0,Summer,1,2,2.0,1,0,129,0.15111695137976347,43.6,48.3,42.8,8.6,0.0,5.8,45.13333333333333,2.74286954362212,-0.10000000000000142,9_5,0.7071067811865476,-0.7071067811865475
4079,2019-09-21 10:00:00,Medium,42.4,28.9,85.6,LIGHT,18.0,1008.0,93.0,8.0,céu pouco nublado,2019,9,21,10,5,1,0,Summer,2,2,2.0,1,0,130,0.33761682242990654,43.5,43.6,44.4,11.5,8.6,5.8,43.166666666666664,0.6658328118455534,-1.1000000000000014,10_5,0.49999999999999994,-0.8660254037844387
1019,2019-09-21 11:00:00,Medium,40.6,63.0,84.3,LIGHT,18.0,1009.0,94.0,9.0,céu pouco nublado,2019,9,21,11,5,1,0,Summer,2,2,2.0,1,0,131,0.7473309608540926,42.4,43.5,48.3,28.9,11.5,0.0,42.166666666666664,1.4640127503988192,-1.7999999999999972,11_5,0.258819045102521,-0.9659258262890682
2534,2019-09-21 12:00:00,Medium,41.1,32.5,85.8,LIGHT,18.0,1008.0,100.0,7.0,céu pouco nublado,2019,9,21,12,5,1,0,Summer,2,2,2.0,1,0,132,0.3787878787878788,40.6,42.4,43.6,63.0,28.9,8.6,41.36666666666667,0.9291573243162049,0.5,12_5,1.2246467991473532e-16,-1.0
2593,2019-09-21 13:00:00,Medium,38.9,22.0,84.1,LIGHT,18.0,1008.0,100.0,9.0,céu pouco nublado,2019,9,21,13,5,1,0,Summer,2,2,2.0,0,0,133,0.2615933412604043,41.1,40.6,43.5,32.5,63.0,11.5,40.199999999999996,1.1532562594659193,-2.200000000000003,13_5,-0.2588190451025208,-0.9659258262890683
4282,2019-09-21 14:00:00,High,39.8,47.8,85.5,LIGHT,18.0,1008.0,93.0,8.0,céu pouco nublado,2019,9,21,14,5,1,0,Summer,3,2,2.0,1,0,134,0.55906432748538,38.9,41.1,42.4,22.0,32.5,28.9,39.93333333333334,1.1060440015346147,0.8999999999999986,14_5,-0.4999999999999997,-0.8660254037844388
2487,2019-09-21 15:00:00,High,40.5,76.3,84.4,LIGHT,18.0,1007.0,100.0,8.0,céu pouco nublado,2019,9,21,15,5,1,0,Summer,3,2,2.0,1,0,135,0.9040284360189572,39.8,38.9,40.6,47.8,22.0,63.0,39.73333333333333,0.8020806276994441,0.7000000000000028,15_5,-0.7071067811865471,-0.7071067811865479
6047,2019-09-21 17:00:00,Medium,42.2,32.2,86.6,LIGHT,16.0,1008.0,100.0,2.0,céu pouco nublado,2019,9,21,17,5,1,0,Summer,2,2,2.0,1,0,137,0.37182448036951504,40.5,39.8,41.1,76.3,47.8,32.5,40.833333333333336,1.234233905437121,1.7000000000000028,17_5,-0.9659258262890683,-0.25881904510252063
715,2019-09-21 18:00:00,Medium,37.3,14.6,82.8,LIGHT,15.0,1009.0,93.0,2.0,céu pouco nublado,2019,9,21,18,5,1,0,Summer,2,2,2.0,1,0,138,0.17632850241545894,42.2,40.5,38.9,32.2,76.3,22.0,40.0,2.4879710609244166,-4.900000000000006,18_5,-1.0,-1.8369701987210297e-16
4683,2019-09-21 19:00:00,Medium,40.9,24.6,84.3,DARK,15.0,1009.0,93.0,2.0,céu pouco nublado,2019,9,21,19,5,1,0,Summer,2,0,2.0,1,1,139,0.2918149466192171,37.3,42.2,39.8,14.6,32.2,47.8,40.13333333333333,2.538372181798934,3.6000000000000014,19_5,-0.9659258262890684,0.2588190451025203
6598,2019-09-21 21:00:00,Low,51.7,1.1,64.5,DARK,15.0,1010.0,93.0,3.0,nuvens quebradas,2019,9,21,21,5,1,0,Summer,0,0,5.0,0,1,141,0.017054263565891473,40.9,37.3,40.5,24.6,14.6,76.3,43.29999999999999,7.493997598077873,10.800000000000004,21_5,-0.7071067811865477,0.7071067811865474
3921,2019-09-21 22:00:00,Low,45.6,4.3,68.2,DARK,15.0,1011.0,93.0,4.0,nuvens quebradas,2019,9,21,22,5,1,0,Summer,1,0,5.0,0,1,142,0.06304985337243402,51.7,40.9,42.2,1.1,24.6,32.2,46.06666666666667,5.415102338213919,-6.100000000000001,22_5,-0.5000000000000004,0.8660254037844384
4842,2019-09-22 03:00:00,Low,43.6,7.1,80.2,DARK,15.0,1012.0,93.0,3.0,nuvens quebradas,2019,9,22,3,6,1,0,Summer,0,0,5.0,0,1,147,0.0885286783042394,45.6,51.7,37.3,4.3,1.1,14.6,46.96666666666667,4.219399641338766,-2.0,3_6,0.7071067811865476,0.7071067811865476
3090,2019-09-22 04:00:00,Low,41.6,15.6,83.8,DARK,15.0,1012.0,100.0,3.0,nuvens quebradas,2019,9,22,4,6,1,0,Summer,1,0,5.0,0,1,148,0.18615751789976134,43.6,45.6,40.9,7.1,4.3,24.6,43.6,1.9999999999992006,-2.0,4_6,0.8660254037844386,0.5000000000000001
5987,2019-09-22 05:00:00,Low,37.4,2.9,65.5,DARK,15.0,1012.0,100.0,3.0,nuvens quebradas,2019,9,22,5,6,1,0,Summer,0,0,5.0,0,1,149,0.044274809160305344,41.6,43.6,51.7,15.6,7.1,1.1,40.86666666666667,3.1643851430144365,-4.200000000000003,5_6,0.9659258262890683,0.25881904510252074
1843,2019-09-22 06:00:00,Low,33.6,5.3,68.5,DARK,14.0,1013.0,100.0,3.0,nuvens quebradas,2019,9,22,6,6,1,0,Summer,0,0,5.0,0,1,150,0.07737226277372262,37.4,41.6,45.6,2.9,15.6,4.3,37.53333333333333,4.001666319588741,-3.799999999999997,6_6,1.0,6.123233995736766e-17
2602,2019-09-22 07:00:00,Low,37.8,0.0,54.6,LOW_LIGHT,14.0,1014.0,100.0,1.0,nuvens dispersas,2019,9,22,7,6,1,0,Summer,0,1,4.0,1,1,151,0.0,33.6,37.4,43.6,5.3,2.9,7.1,36.26666666666667,2.318045153428002,4.199999999999996,7_6,0.9659258262890683,-0.25881904510252063
1660,2019-09-22 08:00:00,Low,38.5,3.1,55.7,LIGHT,14.0,1014.0,100.0,3.0,céu pouco nublado,2019,9,22,8,6,1,0,Summer,0,2,2.0,1,0,152,0.05565529622980251,37.8,33.6,41.6,0.0,5.3,15.6,36.63333333333333,2.65015722803969,0.7000000000000028,8_6,0.8660254037844387,-0.4999999999999998
4706,2019-09-22 10:00:00,Low,37.7,5.9,60.2,LIGHT,17.0,1016.0,88.0,2.0,céu pouco nublado,2019,9,22,10,6,1,0,Summer,0,2,2.0,1,0,154,0.09800664451827243,38.5,37.8,37.4,3.1,0.0,2.9,38.0,0.43588989435125086,-0.7999999999999972,10_6,0.49999999999999994,-0.8660254037844387
6034,2019-09-22 11:00:00,Low,37.4,4.6,53.9,LIGHT,18.0,1016.0,77.0,3.0,céu pouco nublado,2019,9,22,11,6,1,0,Summer,0,2,2.0,1,0,155,0.08534322820037105,37.7,38.5,33.6,5.9,3.1,5.3,37.86666666666667,0.5686240703055861,-0.30000000000000426,11_6,0.258819045102521,-0.9659258262890682
149,2019-09-22 12:00:00,Low,34.6,8.7,75.9,LIGHT,19.0,1017.0,72.0,3.0,céu pouco nublado,2019,9,22,12,6,1,0,Summer,1,2,2.0,1,0,156,0.11462450592885373,37.4,37.7,37.8,4.6,5.9,0.0,36.56666666666666,1.7097758137636154,-2.799999999999997,12_6,1.2246467991473532e-16,-1.0
1961,2019-09-22 13:00:00,Low,42.5,2.9,75.1,LIGHT,20.0,1017.0,72.0,4.0,céu pouco nublado,2019,9,22,13,6,1,0,Summer,1,2,2.0,0,0,157,0.03861517976031958,34.6,37.4,38.5,8.7,4.6,3.1,38.166666666666664,4.005413004089696,7.899999999999999,13_6,-0.2588190451025208,-0.9659258262890683
3489,2019-09-22 14:00:00,Medium,42.9,27.1,81.8,LIGHT,20.0,1017.0,64.0,4.0,céu pouco nublado,2019,9,22,14,6,1,0,Summer,2,2,2.0,1,0,158,0.33129584352078245,42.5,34.6,37.7,2.9,8.7,5.9,40.0,4.680811895387089,0.3999999999999986,14_6,-0.4999999999999997,-0.8660254037844388
3490,2019-09-22 16:00:00,High,32.8,92.4,91.6,LIGHT,20.0,1017.0,77.0,4.0,céu pouco nublado,2019,9,22,16,6,1,0,Summer,3,2,2.0,1,0,160,1.0087336244541485,42.9,42.5,37.4,27.1,2.9,4.6,39.4,5.719265687131292,-10.100000000000001,16_6,-0.8660254037844385,-0.5000000000000004
4982,2019-09-22 17:00:00,High,47.1,53.8,79.9,LIGHT,19.0,1017.0,82.0,4.0,céu pouco nublado,2019,9,22,17,6,1,0,Summer,3,2,2.0,1,0,161,0.6733416770963704,32.8,42.9,34.6,92.4,27.1,8.7,40.93333333333333,7.350056689123595,14.300000000000004,17_6,-0.9659258262890683,-0.25881904510252063
2787,2019-09-22 18:00:00,Medium,41.0,21.2,80.7,LIGHT,19.0,1018.0,82.0,3.0,céu pouco nublado,2019,9,22,18,6,1,0,Summer,2,2,2.0,1,0,162,0.26270136307311026,47.1,32.8,42.5,53.8,92.4,2.9,40.300000000000004,7.175653280363904,-6.100000000000001,18_6,-1.0,-1.8369701987210297e-16
3571,2019-09-22 19:00:00,Low,45.6,14.1,79.8,DARK,18.0,1018.0,88.0,3.0,céu pouco nublado,2019,9,22,19,6,1,0,Summer,1,0,2.0,1,1,163,0.17669172932330826,41.0,47.1,42.9,21.2,53.8,27.1,44.56666666666666,3.178574103797169,4.600000000000001,19_6,-0.9659258262890684,0.2588190451025203
3903,2019-09-22 20:00:00,Low,42.1,0.5,73.3,DARK,17.0,1018.0,93.0,1.0,céu pouco nublado,2019,9,22,20,6,1,0,Summer,0,0,2.0,0,1,164,0.0068212824010914054,45.6,41.0,32.8,14.1,21.2,92.4,42.900000000000006,2.4020824298922108,-3.5,20_6,-0.8660254037844386,0.5000000000000001
2953,2019-09-22 21:00:00,Low,49.4,2.3,77.4,DARK,16.0,1019.0,93.0,2.0,céu pouco nublado,2019,9,22,21,6,1,0,Summer,0,0,2.0,0,1,165,0.029715762273901804,42.1,45.6,47.1,0.5,14.1,53.8,45.70000000000001,3.6510272527052523,7.299999999999997,21_6,-0.7071067811865477,0.7071067811865474
5231,2019-09-22 22:00:00,Low,43.5,0.0,76.2,DARK,15.0,1019.0,93.0,2.0,céu pouco nublado,2019,9,22,22,6,1,0,Summer,0,0,2.0,0,1,166,0.0,49.4,42.1,41.0,2.3,0.5,21.2,45.0,3.87427412556166,-5.899999999999999,22_6,-0.5000000000000004,0.8660254037844384
2738,2019-09-22 23:00:00,Low,44.3,3.3,75.7,DARK,14.0,1019.0,100.0,2.0,céu pouco nublado,2019,9,22,23,6,1,0,Summer,1,0,2.0,0,1,167,0.043593130779392336,43.5,49.4,45.6,0.0,2.3,14.1,45.73333333333333,3.2005207909541538,0.7999999999999972,23_6,-0.25881904510252157,0.9659258262890681
5291,2019-09-23 00:00:00,Low,40.8,2.8,76.8,DARK,14.0,1020.0,93.0,3.0,céu pouco nublado,2019,9,23,0,0,0,0,Autumn,0,0,2.0,0,1,0,0.036458333333333336,44.3,43.5,42.1,3.3,0.0,0.5,42.86666666666667,1.8339392937963495,-3.5,0_0,0.0,1.0
3681,2019-09-23 01:00:00,Low,43.6,8.5,85.6,DARK,13.0,1019.0,100.0,3.0,nuvens dispersas,2019,9,23,1,0,0,0,Autumn,1,0,4.0,0,1,1,0.09929906542056076,40.8,44.3,49.4,2.8,3.3,2.3,42.9,1.852025917744381,2.8000000000000043,1_0,0.25881904510252074,0.9659258262890683
3193,2019-09-23 02:00:00,Medium,45.5,0.9,82.4,DARK,13.0,1019.0,100.0,3.0,nuvens dispersas,2019,9,23,2,0,0,0,Autumn,0,0,4.0,0,1,2,0.010922330097087379,43.6,40.8,43.5,8.5,2.8,0.0,43.300000000000004,2.364318083506715,1.8999999999999986,2_0,0.49999999999999994,0.8660254037844387
6505,2019-09-23 03:00:00,Medium,43.2,5.3,89.9,DARK,13.0,1020.0,100.0,2.0,nuvens dispersas,2019,9,23,3,0,0,0,Autumn,0,0,4.0,0,1,3,0.058954393770856504,45.5,43.6,44.3,0.9,8.5,3.3,44.1,1.2288205727431245,-2.299999999999997,3_0,0.7071067811865476,0.7071067811865476
4684,2019-09-23 04:00:00,Medium,45.3,0.0,83.6,DARK,13.0,1020.0,93.0,2.0,nuvens dispersas,2019,9,23,4,0,0,0,Autumn,0,0,4.0,0,1,4,0.0,43.2,45.5,40.8,5.3,0.9,2.8,44.666666666666664,1.2741009902397846,2.0999999999999943,4_0,0.8660254037844386,0.5000000000000001
244,2019-09-23 05:00:00,Medium,38.5,2.5,91.5,DARK,13.0,1020.0,100.0,2.0,nuvens dispersas,2019,9,23,5,0,0,0,Autumn,0,0,4.0,0,1,5,0.0273224043715847,45.3,43.2,43.6,0.0,5.3,8.5,42.333333333333336,3.481857741684784,-6.799999999999997,5_0,0.9659258262890683,0.25881904510252074
5556,2019-09-23 06:00:00,Medium,46.6,12.5,76.0,DARK,13.0,1019.0,93.0,2.0,céu pouco nublado,2019,9,23,6,0,0,0,Autumn,2,0,2.0,0,1,6,0.16447368421052633,38.5,45.3,45.5,2.5,0.0,0.9,43.46666666666666,4.3500957843856884,8.100000000000001,6_0,1.0,6.123233995736766e-17
2028,2019-09-23 09:00:00,Very_High,44.5,81.0,77.3,LIGHT,16.0,1021.0,87.0,3.0,céu pouco nublado,2019,9,23,9,0,0,0,Autumn,4,2,2.0,1,0,9,1.0478654592496766,46.6,38.5,43.2,12.5,2.5,5.3,43.20000000000001,4.203569911396365,-2.1000000000000014,9_0,0.7071067811865476,-0.7071067811865475
6229,2019-09-23 11:00:00,Medium,41.1,34.7,82.2,LIGHT,19.0,1021.0,77.0,6.0,céu pouco nublado,2019,9,23,11,0,0,0,Autumn,2,2,2.0,1,0,11,0.42214111922141123,44.5,46.6,45.3,81.0,12.5,0.0,44.06666666666667,2.775487945088228,-3.3999999999999986,11_0,0.258819045102521,-0.9659258262890682
505,2019-09-23 12:00:00,Medium,32.9,25.2,95.3,LIGHT,20.0,1021.0,73.0,7.0,céu pouco nublado,2019,9,23,12,0,0,0,Autumn,2,2,2.0,1,0,12,0.2644281217208814,41.1,44.5,38.5,34.7,81.0,2.5,39.5,5.963220606349998,-8.200000000000003,12_0,1.2246467991473532e-16,-1.0
487,2019-09-23 13:00:00,Medium,40.3,21.8,78.4,LIGHT,21.0,1021.0,77.0,8.0,nuvens dispersas,2019,9,23,13,0,0,0,Autumn,2,2,4.0,0,1,13,0.2780612244897959,32.9,41.1,46.6,25.2,34.7,12.5,38.1,4.521061822182637,7.399999999999999,13_0,-0.2588190451025208,-0.9659258262890683
2645,2019-09-23 16:00:00,High,42.7,66.4,84.4,LIGHT,21.0,1020.0,73.0,6.0,céu pouco nublado,2019,9,23,16,0,0,0,Autumn,3,2,2.0,1,0,16,0.7867298578199052,40.3,32.9,44.5,21.8,25.2,81.0,38.63333333333333,5.108163401197213,2.4000000000000057,16_0,-0.8660254037844385,-0.5000000000000004
562,2019-09-23 17:00:00,High,42.0,86.7,85.4,LIGHT,20.0,1020.0,82.0,5.0,céu pouco nublado,2019,9,23,17,0,0,0,Autumn,3,2,2.0,1,0,17,1.015222482435597,42.7,40.3,41.1,66.4,21.8,34.7,41.666666666666664,1.2342339054370262,-0.7000000000000028,17_0,-0.9659258262890683,-0.25881904510252063
6604,2019-09-23 19:00:00,Low,40.7,11.1,80.8,DARK,19.0,1020.0,82.0,6.0,céu pouco nublado,2019,9,23,19,0,0,0,Autumn,1,0,2.0,1,1,19,0.1373762376237624,42.0,42.7,32.9,86.7,66.4,25.2,41.800000000000004,1.0148891565077345,-1.2999999999999972,19_0,-0.9659258262890684,0.2588190451025203
1191,2019-09-23 20:00:00,Low,49.5,5.9,73.4,DARK,18.0,1020.0,88.0,5.0,céu pouco nublado,2019,9,23,20,0,0,0,Autumn,1,0,2.0,0,1,20,0.08038147138964577,40.7,42.0,40.3,11.1,86.7,21.8,44.06666666666666,4.750087718487944,8.799999999999997,20_0,-0.8660254037844386,0.5000000000000001
2358,2019-09-23 21:00:00,Low,51.1,3.8,70.2,DARK,17.0,1020.0,93.0,5.0,céu pouco nublado,2019,9,23,21,0,0,0,Autumn,1,0,2.0,0,1,21,0.054131054131054124,49.5,40.7,42.7,5.9,11.1,66.4,47.1,5.5999999999996675,1.6000000000000014,21_0,-0.7071067811865477,0.7071067811865474
1739,2019-09-23 22:00:00,Low,48.8,0.0,79.1,DARK,16.0,1020.0,93.0,6.0,nublado,2019,9,23,22,0,0,0,Autumn,0,0,7.0,0,1,22,0.0,51.1,49.5,42.0,3.8,5.9,86.7,49.800000000000004,1.17898261225344,-2.3000000000000043,22_0,-0.5000000000000004,0.8660254037844384
6428,2019-09-24 00:00:00,Low,40.8,1.0,85.3,DARK,16.0,1020.0,88.0,7.0,nuvens quebradas,2019,9,24,0,1,0,0,Autumn,1,0,5.0,0,1,24,0.011723329425556858,48.8,51.1,40.7,0.0,3.8,11.1,46.9,5.406477596364974,-8.0,0_1,0.0,1.0
2935,2019-09-24 01:00:00,Low,47.1,5.3,76.0,DARK,16.0,1020.0,93.0,7.0,nuvens quebradas,2019,9,24,1,1,0,0,Autumn,1,0,5.0,0,1,25,0.06973684210526315,40.8,48.8,49.5,1.0,0.0,5.9,45.56666666666666,4.214656965083862,6.300000000000004,1_1,0.25881904510252074,0.9659258262890683
1431,2019-09-24 04:00:00,Very_High,45.5,1.4,81.8,DARK,16.0,1018.0,93.0,7.0,nublado,2019,9,24,4,1,0,0,Autumn,0,0,7.0,0,1,28,0.017114914425427872,47.1,40.8,51.1,5.3,1.0,3.8,44.46666666666666,3.274650108535273,-1.6000000000000014,4_1,0.8660254037844386,0.5000000000000001
6453,2019-09-24 05:00:00,Very_High,45.3,0.0,83.6,DARK,16.0,1018.0,100.0,7.0,nuvens quebradas,2019,9,24,5,1,0,0,Autumn,0,0,5.0,0,1,29,0.0,45.5,47.1,48.8,1.4,5.3,0.0,45.96666666666667,0.9865765724614711,-0.20000000000000284,5_1,0.9659258262890683,0.25881904510252074
304,2019-09-24 07:00:00,Very_High,44.8,101.5,77.2,LOW_LIGHT,17.0,1018.0,100.0,7.0,nuvens quebradas,2019,9,24,7,1,0,0,Autumn,4,1,5.0,1,1,31,1.3147668393782384,45.3,45.5,40.8,0.0,1.4,1.0,45.199999999999996,0.3605551275416964,-0.5,7_1,0.9659258262890683,-0.25881904510252063
5876,2019-09-24 08:00:00,Very_High,44.4,148.7,79.5,LIGHT,17.0,1018.0,100.0,5.0,nuvens quebradas,2019,9,24,8,1,0,0,Autumn,4,2,5.0,1,0,32,1.8704402515723269,44.8,45.3,47.1,101.5,0.0,5.3,44.833333333333336,0.4509249752785956,-0.3999999999999986,8_1,0.8660254037844387,-0.4999999999999998
2940,2019-09-24 10:00:00,High,38.2,124.8,79.9,LIGHT,18.0,1019.0,100.0,2.0,nuvens quebradas,2019,9,24,10,1,0,0,Autumn,3,2,5.0,1,0,34,1.5619524405506882,44.4,44.8,45.5,148.7,101.5,1.4,42.46666666666667,3.70045042303371,-6.199999999999996,10_1,0.49999999999999994,-0.8660254037844387
2044,2019-09-24 11:00:00,Medium,34.0,44.6,87.4,LIGHT,19.0,1020.0,100.0,2.0,nuvens quebradas,2019,9,24,11,1,0,0,Autumn,2,2,5.0,1,1,35,0.5102974828375286,38.2,44.4,45.3,124.8,148.7,0.0,38.86666666666667,5.2319531088620215,-4.200000000000003,11_1,0.258819045102521,-0.9659258262890682
3484,2019-09-24 12:00:00,Medium,39.9,25.2,80.4,LIGHT,20.0,1020.0,100.0,2.0,nuvens quebradas,2019,9,24,12,1,0,0,Autumn,2,2,5.0,1,1,36,0.3134328358208955,34.0,38.2,44.8,44.6,124.8,101.5,37.36666666666667,3.0369941279711483,5.899999999999999,12_1,1.2246467991473532e-16,-1.0
5560,2019-09-24 13:00:00,Low,40.6,19.4,77.9,LIGHT,20.0,1020.0,94.0,2.0,nuvens quebradas,2019,9,24,13,1,0,0,Autumn,1,2,5.0,0,0,37,0.24903722721437738,39.9,34.0,44.4,25.2,44.6,148.7,38.166666666666664,3.6253735439718606,0.7000000000000028,13_1,-0.2588190451025208,-0.9659258262890683
2725,2019-09-24 14:00:00,Medium,38.3,36.8,87.1,LIGHT,20.0,1020.0,94.0,3.0,nuvens quebradas,2019,9,24,14,1,0,0,Autumn,2,2,5.0,1,1,38,0.4225028702640643,40.6,39.9,38.2,19.4,25.2,124.8,39.6,1.1789826122540965,-2.3000000000000043,14_1,-0.4999999999999997,-0.8660254037844388
2309,2019-09-24 15:00:00,Medium,40.8,42.3,80.9,LIGHT,21.0,1020.0,94.0,3.0,nuvens quebradas,2019,9,24,15,1,0,0,Autumn,2,2,5.0,1,1,39,0.5228677379480839,38.3,40.6,34.0,36.8,19.4,44.6,39.9,1.389244398944059,2.5,15_1,-0.7071067811865471,-0.7071067811865479
6743,2019-09-24 16:00:00,High,41.0,85.9,83.3,LIGHT,20.0,1020.0,88.0,3.0,nuvens quebradas,2019,9,24,16,1,0,0,Autumn,3,2,5.0,1,1,40,1.0312124849939976,40.8,38.3,39.9,42.3,36.8,25.2,40.03333333333333,1.5044378795187092,0.20000000000000284,16_1,-0.8660254037844385,-0.5000000000000004
6493,2019-09-24 17:00:00,High,42.6,108.7,83.3,LIGHT,20.0,1020.0,83.0,2.0,nuvens quebradas,2019,9,24,17,1,0,0,Autumn,3,2,5.0,1,1,41,1.304921968787515,41.0,40.8,40.6,85.9,42.3,19.4,41.46666666666666,0.9865765724618157,1.6000000000000014,17_1,-0.9659258262890683,-0.25881904510252063
2470,2019-09-24 18:00:00,High,42.0,124.0,83.7,LIGHT,19.0,1020.0,93.0,3.0,nuvens quebradas,2019,9,24,18,1,0,0,Autumn,3,2,5.0,1,1,42,1.4814814814814814,42.6,41.0,38.3,108.7,85.9,36.8,41.86666666666667,0.8082903768636807,-0.6000000000000014,18_1,-1.0,-1.8369701987210297e-16
6260,2019-09-24 20:00:00,Low,41.0,8.5,80.8,DARK,17.0,1021.0,88.0,3.0,nuvens dispersas,2019,9,24,20,1,0,0,Autumn,1,0,4.0,0,1,44,0.10519801980198021,42.0,42.6,40.8,124.0,108.7,42.3,41.86666666666667,0.8082903768636807,-1.0,20_1,-0.8660254037844386,0.5000000000000001
622,2019-09-24 21:00:00,Low,47.5,3.8,75.2,DARK,17.0,1021.0,93.0,2.0,céu pouco nublado,2019,9,24,21,1,0,0,Autumn,1,0,2.0,0,1,45,0.05053191489361702,41.0,42.0,41.0,8.5,124.0,85.9,43.5,3.4999999999995457,6.5,21_1,-0.7071067811865477,0.7071067811865474
4813,2019-09-24 22:00:00,Low,43.5,2.6,75.9,DARK,16.0,1021.0,93.0,1.0,céu pouco nublado,2019,9,24,22,1,0,0,Autumn,0,0,2.0,0,1,46,0.034255599472990776,47.5,41.0,42.6,3.8,8.5,108.7,44.0,3.2787192621505024,-4.0,22_1,-0.5000000000000004,0.8660254037844384
3777,2019-09-25 01:00:00,Low,46.3,4.2,80.4,DARK,14.0,1022.0,100.0,4.0,nuvens quebradas,2019,9,25,1,2,0,0,Autumn,0,0,5.0,0,1,49,0.05223880597014925,43.5,47.5,42.0,2.6,3.8,124.0,45.76666666666667,2.0526405757778843,2.799999999999997,1_2,0.25881904510252074,0.9659258262890683
3407,2019-09-25 02:00:00,Low,44.2,0.7,76.7,DARK,14.0,1021.0,100.0,1.0,nuvens quebradas,2019,9,25,2,2,0,0,Autumn,0,0,5.0,0,1,50,0.009126466753585397,46.3,43.5,41.0,4.2,2.6,8.5,44.666666666666664,1.4571661996251308,-2.0999999999999943,2_2,0.49999999999999994,0.8660254037844387
